;Level;Stance;Claim;Votes
182;1.0;pro;Research by the University of California found that “turnaways,” meaning women denied abortions, were more likely to be in poverty two years later, compared to their peers who got the abortion services they sought.;['0', '0', '0', '3', '1']
183;1.0;con;This is an argument for the state providing more support for mothers rather than for allowing abortion.;['1', '0', '3', '0', '2']
184;1.0;pro;The money spent on providing free or reduced cost abortion services can be spent on publicly funded aid for mothers and/or the children that were born as a result of an unwanted pregnancy.;['1', '0', '2', '0', '1']
185;1.0;pro;Many countries do provide child benefits which can help parents with the financial costs of raising a child.;['0', '0', '1', '1', '1']
186;1.0;con;Arguing that the government should provide more support for new parents doesn't resolve the question of what decisions a pregnant person should make (or be allowed to) in the conditions they are currently experiencing. Even if there were more supports for parents that doesn't justify coercing them to gestate to term.;['0', '0', '2', '0', '1']
187;1.0;con;Humans live in societies, not in abstract environments devoid of constraints. Therefore, forgetting this environment would be a mistake: if the state is unable to provide support for mothers (for any reason, let it be economic situation or established laws), abortion would enable better financial survival of mothers.;['1', '0', '2', '0', '0']
188;1.0;pro;"To follow this logic; forgetting that the environment includes a second subject in this debate, as well as the mother, would also be a mistake. If the mother is unable to provide support for the child, adoption would enable better survival of babies.";['0', '0', '1', '0', '0']
189;1.0;con;Throughout history most people lived in far poorer conditions, yet managed to raise more children per household than we do today.;['0', '2', '0', '0', '1']
190;1.0;pro;Individuals have more choice and freedom today, which allows people to improve their conditions more easily than those in the past.;['0', '0', '2', '0', '0']
191;1.0;pro;People's economic standing, literacy and health have improved in the last two centuries.;['0', '0', '1', '1', '0']
192;1.0;con;Demographics have changed. Even though birthrate was high at that time, death rate of children was also very high. Therefore a lot of them were not raised, they died before maturity. On the contrary, today, it's no longer necessary to have a lot of children to ensure descendants.;['1', '1', '1', '0', '0']
193;1.0;con;One of the reasons families were bigger in past centuries was because children could provide for the household at a much younger age and without having most of the qualifications that are necessary now. Nowadays having a child implies supporting them until they finish a degree and even that is no guarantee of success. The world simply does not work that way anymore.;['1', '1', '1', '0', '0']
194;1.0;con;Supporting them until they finish a degree is an exaggeration. There are no age restrictions on certain types of jobs in the U.S. At 14, they can work limited hours at any non hazardous job. At 16, unlimited hours at any non-hazardous job. At 18, unlimited at any job. If they choose college, there are grants or loans that can pay their way if the parents can't.;['0', '1', '1', '0', '1']
195;1.0;pro;"A study of children born between 1961-63 compared the adult mental health outcomes of those born to women who requested an abortion and those whose mother did not request an abortion. Significant differences in mental health outcomes were found, all demonstrating worse outcomes for the ""unwanted"" children.";['1', '1', '1', '0', '0']
196;1.0;con;"When abortion is allowed, the resulting children are killed. Death is a much harsher outcome than ""a variety of social and psychological problems.""";['0', '3', '0', '0', '1']
197;1.0;pro;Some girls regret having become pregnant as they were too young and too unsettled to have a child at that time.;['1', '1', '1', '0', '0']
198;1.0;pro;95% of women who have had abortions do not regret their decision to terminate their pregnancies.;['0', '0', '0', '0', '2']
199;1.0;con;This 95% statistic is based on one study and biased reporting. Here is an article that shows 40 to 60% have negative reactions and 31% regret it.;['1', '2', '1', '2', '2']
200;1.0;con;Post-abortion syndrome has not been validated as a discrete psychiatric condition and is not recognized.;['1', '0', '2', '0', '0']
201;1.0;con;A damaged, imperfect relationship or child would in most cases be better than no relationship or child.;['1', '1', '1', '0', '1']
202;1.0;con;A damaged, imperfect relationship/child is likely to cause suffering for both the mother and child, whereas having no child would result in potentially less suffering. If a mother wanted to have an abortion then it is likely she is better off without having to raise the child.;['0', '0', '2', '0', '0']
203;1.0;con;Not being prepared to accept the consequences of your decisions and actions is not justification for terminating a human life. Both parents should accept the responsibility they brought upon themselves and prioritize the life they brought into the world. Mental and emotional readiness is something a person wills themselves into, not something that comes out of the blue one day.;['1', '1', '1', '0', '1']
204;1.0;pro;People are put in situations they are not ready to face all the time. They deal with them successfully by learning and adapting rather than running away from them.;['0', '1', '1', '0', '1']
205;1.0;pro;Overcoming challenges is what makes a person stronger.;['0', '1', '0', '0', '1']
206;1.0;con;Some pregnancies are the result of an act of violence like rape.;['1', '0', '1', '0', '1']
207;1.0;pro;Raped women often don't have an option to use birth control.;['2', '1', '1', '1', '1']
208;1.0;con;There are contraceptive methods, such as the morning after pill, which can be used to guard against the possibility of becoming pregnant following cases of rape.;['1', '2', '1', '0', '0']
209;1.0;pro;In cases of non consensual sex, the person who was forced by someone to have sexual intercourse has no moral obligation to not kill the unborn-person. Every harm caused to the unborn is the responsibility of the person who forced the other to have sexual intercourse.;['1', '2', '2', '1', '1']
210;1.0;con;You cannot transfer responsibility for harm to another person. The person responsible for the abortion is the person going to the clinic.;['0', '2', '0', '0', '4']
